제목,본문,URL,날짜,요약
"청주교육청 특수교육지원센터, 45회 장애인의 날 기념 행사 가져","(제공=청주교육지원청) (청주=국제뉴스) 이재기 기자 = 충북 청주교육지원청(교육장 박종원) 특수교육지원센터는 제45회 장애인의 날을 맞아 18일 청주교육지원청 제2청사에서 청주 시민과 인근 중학교 학생들이 함께하는 장애인의 날 기념 행사를 개최했다. 이번 행사는 장애 이해 및 인식 개선에 관한 퀴즈와 함께 캐리커처, 먹거리 및 포스터 전시로 구성됐으며 이를 통해 장애인의 날의 의미를 되새기며 일상 속 작은 인식 변화를 이끌어내는 계기가 됐다. 행사에 참여한 시민은 “활동에 참여하면서 자연스럽게 장애에 대한 이해가 넓어졌고, 이를 통해 캐리커처를 받을 수 있어서 특별하고 즐거운 경험이었다”고 소감을 전했다. 박종원 청주교육지원청 교육장은 “시민들의 관심과 참여 덕분에 장애인의 날이 모두에게 따듯하게 기억될 수 있었다”며 “앞으로도 특수교육 대상 학생을 위한 지원과 장애 인식 개선을 위한 다양한 노력을 이어가겠다”라고 밝혔다.",https://www.gukjenews.com/news/articleView.html?idxno=3254062,2025-04-18,"청주교육지원청은 장애인의 날을 맞아 특수교육지원센터에서 시민과 중학생들을 대상으로 행사를 개최했다. 이번 행사에는 장애 이해를 높이는 퀴즈뿐만 아니라 캐리커처 전시와 먹거리가 포함돼 참여자들에게 장애인의 날의 의미를 되새기고 인식을 개선하는 계기가 됐다. 행사에 참여한 시민들은 활동을 통해 장애에 대한 이해를 넓히고 즐거운 경험을 한 것으로 전해졌다. 박종원 교육장은 시민들의 관심과 참여로 장애인의 날을 따뜻하게 기억할 수 있었으며, 향후 특수교육과 장애 인식 개선을 위한 지원을 지속할 것이라 밝혔다."
"윤건영 충북교육감, 특수교육 중요성-인식 전환 강조","윤건영 충북도교육감. (청주=국제뉴스) 이재기 기자 = 윤건영 충북도교육감은 18일 주간정책회의를 통해 특수교육의 중요성과 인식의 전환을 강조했다. 특수교육은 우리사회 모든 구성원에게 동등한 교육의 기회를 제공하기 위한 중요한 시스템이라고 했다. 모든 학생이 균등한 환경에서 배우고 성장할 수 있도록 지원하는 것은 특수교육의 핵심 가치라는 것이다. 장애학생과 비장애학생이 통합된 일반학교 상황에서는 더더욱 서로를 이해하고 존중하고 배려하는 공감 능력이 중요하다며 현재 우리나라는 장애를 가진 학생들도 일반 학교에서 비장애 학생들과 동등한 교육을 받을 수 있는 제도적 자유를 보장하고 있다고 했다. 하지만, 대부분의 통합학교는 특수학교에 비해 편의시설이 부족하고, 통합교육을 실천하기 위한 여건이 여전히 미흡한 실정이라고 했다. 장애학생과 비장애학생이 함께 소통하며 참여하는 체육활동이나 학교에서 기초 수어를 배워보는 것도 아이들이 차별이나 편견 없이 공동체의 구성원으로 성장하도록 지원하는 방안이 될 수 있다고 했다. 아울러 우리사회의 이러한 인식 전환이 장애인의 경제적 자립에 필요한 일자리 확대로 이어지도록 해야 한다고 했다. 장애인과 비장애인이 함께 어우러지는 편견 없는 성숙하고 평등한 사회, 장애를 가졌다는 이유만으로 차별받지 않는 사회를 꿈꿔본다고 덧붙였다. 충북교육청은 배움의 공간은 더 확장하고 배움의 기회를 더 두텁게해서 더 깊이 있는 성장으로 이끌기 위한 '충북 특수교육 발전 더더더'를 발표했다며 학교에서는 우리 학생들이 장애에 대한 편견과 차별을 없애고, 모두가 존중받는 학교생활을 하도록 배려하는 방법을 배워나갔으면 한다고 했다. 아울러, 각 기관에서도 장애에 대한 올바른 이해와 함께 직장 내 장애 공감 문화를 일상에서 실천해 주시기를 당부했다. 특수교육을 담당하는 선생님들에게 장애인의 날을 전후해 일시적으로 이뤄지는 일회성 행사로 그치지 말고, 선생님들의 헌신에 늘 감사하는 지속가능한 공감동행 교육이 되어야 한다고 강조했다.",https://www.gukjenews.com/news/articleView.html?idxno=3254002,2025-04-18,"윤건영 충북도교육감은 특수교육의 중요성을 강조했습니다. 특수교육은 모든 학생에게 동등한 교육 기회를 제공하는 시스템으로, 장애학생과 비장애학생이 함께 배우고 성장할 수 있도록 지원해야 한다고 강조했습니다. 현재 우리나라는 특수학교와 통합학교 간의 시설 및 여건 차이가 여전히 존재하며, 이를 보완하기 위해 공감 능력을 키우는 활동이나 기초 수어 교육을 강화해야 한다고 말했습니다. 또한, 장애인의 경제적 자립을 위해 편견 없는 사회 분위기를 조성하고, 특수교육을 통해 모두가 존중받는 학교 환경을 조성해야 한다고 강조했습니다."
"기업은행, 예·적금 금리 최대 0.5%p 인하","신호경기자
구독
이미지 확대
헬로 아카이브 구매하기
IBK기업은행
[촬영 안 철 수]
(서울=연합뉴스) 신호경 기자 = IBK기업은행[024110]이 시장금리 하락을 반영해 예·적금 금리를 일제히 낮춘다.
15일 금융권에 따르면 기업은행은 16일부터 26개 예·적금, 입출금식 상품의 금리를 0.10∼0.50%포인트(p) 인하할 예정이다.
기업은행 관계자는 ""최근 떨어진 시장금리를 반영해 수신(예금) 금리를 조정한 것""이라고 설명했다.
우리은행도 이날부터 거치식(정기예금) 7개, 적립식(정기적금) 11개 예·적금 상품 금리를 0.10∼0.25%p 내렸다.
shk999@yna.co.kr
제보는 카카오톡 okjebo
<저작권자(c) 연합뉴스, 무단 전재-재배포, AI 학습 및 활용 금지> 2025/04/15 18:56 송고 2025년04월15일 18시56분 송고",https://www.yna.co.kr/view/AKR20250415162300002,2025-04-15,"IBK기업은행이 시장금리 하락을 반영해 26개 예·적금 상품의 금리를 0.10∼0.50%포인트 인하한다. 이에 따라 우리은행도 거치식 7개, 적립식 11개 예·적금 상품의 금리를 0.10∼0.25%p 낮춘다. 기업은행 관계자는 ""최근 시장금리 하락을 반영한 조정""이라고 설명했다."
"붕괴 공사장 옆 초등교 ""안전 이상 없음""…내일 정상등교","최종호기자
구독
(광명=연합뉴스 최종호 기자 = 경기 광명시 신안산선 지하터널 공사현장 붕괴 사고 여파로 건물 안전이 우려돼 이틀간 휴업했던 빛가온초등학교가 16일부터 학생들의 정상 등교를 결정했다.
이미지 확대
처참한 사고 현장
(광명=연합뉴스) 홍기원 기자 = 지난 11일 경기도 광명시 일직동 신안산선 공사 현장에서 붕괴 사고가 발생했다. 경기 광명경찰서 등에 따르면 이날 오후 3시 17분께 광명 양지사거리 부근 신안산선 제5-2공구 현장에서 붕괴 사고가 발생했다. 사진은 사고 현장 모습. 2025.4.11 [연합뉴스 사진. 재판매 및 DB 금지]
15일 경기도교육청 등에 따르면 교육 당국과 국토교통부 등은 휴일인 지난 12일과 13일 이 학교에 대한 안전진단을 벌이고 14~15일 휴업하기로 했다.
안전진단에서는 ""유의미한 결함 없음""이라는 결과가 나왔다.
학교 측은 이러한 결과를 토대로 이날 오후 5시 학교운영심의회 심의를 거쳐 휴업을 마치고 16일 정상 등교하기로 했다.
이번 사고는 지난 11일 오후 3시 13분께 광명시 일직동 신안산선 복선전철 제5-2공구에서 포스코이앤씨가 시공 중인 지하터널 공사 현장과 상부 도로가 무너지면서 발생했다.
이로 인해 근로자 19명 중 2명이 각각 고립·실종됐는데, 실종됐던 굴착기 기사 20대 A씨는 13시간여 만에 구조됐다.
남은 실종자 1명은 포스코이앤씨 소속의 50대 B씨로 지하 35~40ｍ 저점에 있는 것으로 추정되나 현재까지 정확한 위치와 생존 여부가 확인되지 않고 있다.
zorba@yna.co.kr
제보는 카카오톡 okjebo
<저작권자(c) 연합뉴스, 무단 전재-재배포, AI 학습 및 활용 금지> 2025/04/15 18:52 송고 2025년04월15일 18시52분 송고",https://www.yna.co.kr/view/AKR20250415161400061,2025-04-15,"경기 광명시 신안산선 지하터널 붕괴사고 여파로 휴업했던 빛가온초등학교가 학교 안전진단 결과에 따라 16일부터 학생들의 정상 등교를 결정했다. 사고로 19명 중 2명이 고립되거나 실종됐고, 실종자 중 1명은 아직 발견되지 않은 상태이다. 사고 현장에서는 포스코이앤씨가 시공 중인 지하터널 공사로 인해 발생했다."
"최상목, '알래스카 LNG 사업 관세협상 카드'에 ""가능하다""","설승은기자
구독
대정부질문서 '사업 경제성 없다' 지적엔 ""국익만이 판단의 준거 될 것""
이미지 확대
헬로 아카이브 구매하기
답변하는 최상목 부총리 겸 기획재정부 장관
(서울=연합뉴스) 박동주 기자 = 15일 경제 분야 대정부질문이 진행된 국회 본회의에서 최상목 부총리 겸 기획재정부 장관이 국민의힘 이종배 의원의 질문에 답하고 있다. 2025.4.15 pdj6635@yna.co.kr
(서울=연합뉴스) 설승은 기자 = 최상목 부총리 겸 기획재정부 장관은 15일 미국 알래스카 액화천연가스(LNG) 개발 참여가 향후 관세 협상의 카드가 될 수 있다는 입장을 밝혔다.
최 부총리는 이날 국회 대정부질문에서 더불어민주당 김정호 의원이 '대미 관세 협상의 지렛대가 될 수 있느냐'는 질의에 ""가능하다""고 답했다.
최 부총리는 ""미국 측이 어떤 계획을 갖고 있고 무엇을 희망하는지는 아직 구체적이지 않다""며 ""지금은 미국 당국자들과 LNG, 조선, 무역 균형과 관련해 관심 있는 부분을 어떤 틀에서 협상할지 논의해야 하는 단계""라고 설명했다.
최 부총리는 또 ""어차피 양 정상 간 이야기에서 LNG 부분이 나왔기 때문에 검토는 안 할 수 없는 것""이라며 ""섣불리 어떤 부분을 약속한다거나 국익에 위반되는 어떤 것을 의사 결정하는 단계는 아니다""라고 말했다.
최 부총리는 '엑손모빌 등 세계적 에너지 회사들도 경제성이 없다며 철수한 사업으로 신중해야 한다'는 지적엔 ""걱정하신 부분도 충분히 검토될 것""이라며 ""오로지 국익만이 판단의 준거가 될 것""이라고 강조했다.
앞서 도널드 트럼프 대통령은 한덕수 대통령 권한대행 국무총리와 통화 후 ""대미 무역 흑자, 관세, 조선, 미국산 LNG 대량 구매, 알래스카 가스관 합작 사업, 한국에 제공하는 대규모 군사적 보호 비용 지급을 논의했다""고 밝힌 바 있다.
한편, 최 부총리는 대통령 권한대행 시절 마은혁 헌법재판관 후보자를 임명하지 않은 것은 위헌이라는 헌법재판소 결정에도 임명하지 않은 것에 대한 입장을 묻는 민주당 주철현 의원의 질의엔 ""오늘은 경제 질의로, 내일 법제사법위원회 청문회에서 의견을 말씀드릴 것""이라고만 밝혔다.
ses@yna.co.kr
제보는 카카오톡 okjebo
<저작권자(c) 연합뉴스, 무단 전재-재배포, AI 학습 및 활용 금지> 2025/04/15 18:48 송고 2025년04월15일 18시48분 송고",https://www.yna.co.kr/view/AKR20250415154600001,2025-04-15,"최상목 부총리 겸 기획재정부 장관은 15일 국회 대정부질문에서 미국 알래스카 LNG 개발 참여가 관세 협상의 카드가 될 수 있다고 언급했다. 최 부총리는 더불어민주당 의원의 질의에 ""미국과 LNG, 조선, 무역 균형 관련 협상을 논의 중""이라고 답변했으며, 경제성 없다는 지적에 ""국익을 우선 고려할 것""이라고 강조했다. 최 부총리는 헌법재판관 후보자 임명 문제에 대해서는 경제 질의에 집중하겠다고 밝혔다."
"김부겸측 ""제3지대 빅텐트 금시초문…민주당원과 함께 정권교체""","박경준기자
구독
이미지 확대
헬로 아카이브 구매하기
구호 외치는 김부겸 전 총리
(울산=연합뉴스) 김용태 기자 = 김부겸 전 국무총리가 18일 울산시 남구 롯데백화점 광장에서 윤석열 대통령의 파면을 촉구하는 더불어민주당 울산시당의 정당 연설회에 참석해 구호를 외치고 있다. 2025.3.18 yongtae@yna.co.kr
(서울=연합뉴스) 박경준 기자 = 더불어민주당 대선후보 경선에 불참하기로 한 김부겸 전 국무총리 측은 15일 일부 언론 보도에서 김 전 총리를 포함한 '제3지대 빅텐트'론이 제기되는 데 대해 ""금시초문""이라고 밝혔다.
김 전 총리 측은 이날 기자들에게 보낸 메시지에서 ""김 전 총리는 민주당원으로, 당원과 함께 정권교체를 위해 역할을 다할 것""이라며 이같이 말했다.
앞서 한 언론은 국민의힘 내부에서 민주당 대선 경선 불참을 선언한 김 전 총리와 김두관 전 경남지사 등의 이탈을 이끌어 '반명(반이재명) 빅텐트'를 구상해야 한다는 의견이 나온다고 보도한 바 있다.
kjpark@yna.co.kr
제보는 카카오톡 okjebo
<저작권자(c) 연합뉴스, 무단 전재-재배포, AI 학습 및 활용 금지> 2025/04/15 18:47 송고 2025년04월15일 18시47분 송고",https://www.yna.co.kr/view/AKR20250415159700001,2025-04-15,"김부겸 전 국무총리는 울산에서 윤석열 대통령 파면을 촉구하는 행사에 참석하며 구호를 외치고 있다. 김 전 총리 측은 더불어민주당 대선후보 경선 불참 관련 보도에 대해 ""금시초문""이라고 밝혔으며, 민주당원으로서 당원과 함께 정권교체를 위해 역할을 다할 것이라고 전했다. 국민의힘 내부에서는 김부겸 전 총리와 김두관 전 경남지사의 이탈로 '반명(반이재명) 빅텐트'가 구상되고 있다고 보도되었다."
"최상목 ""美와 방위비 협상 검토 안해…'패키지딜'에 포함 안돼""","한주홍기자
구독
""韓대행, 트럼프 대통령과 통화에서 양보한 건 절대로 없어""
이미지 확대
헬로 아카이브 구매하기
답변하는 최상목 부총리 겸 기획재정부 장관
(서울=연합뉴스) 박동주 기자 = 15일 경제 분야 대정부질문이 진행된 국회 본회의에서 최상목 부총리 겸 기획재정부 장관이 국민의힘 이종배 의원의 질문에 답하고 있다. 2025.4.15 pdj6635@yna.co.kr
(서울=연합뉴스) 한주홍 기자 = 최상목 부총리 겸 기획재정부 장관은 15일 주한미군 방위비 분담 문제와 관련해 ""방위비 협상은 지금 검토하고 있지 않다""고 말했다.
최 부총리는 이날 국회 대정부질문에 출석해 더불어민주당 김승원 의원의 방위비 분담금 협상 관련 질문에 이같이 답했다.
최 부총리는 ""한덕수 대통령 권한대행 국무총리와 미국 도널드 트럼프 대통령 통화 후 '방위비 분담금을 포함해 원스톱 쇼핑을 했다, (한국의) 많은 양보가 있었다'는 미국 언론의 보도가 있었다""며 ""대체 얼마나 퍼준 거냐""는 김 의원의 질의에는 ""양보한 건 절대로 없다""고 강조했다.
최 부총리는 ""제가 그 (통화) 내용을 알고 있는데, 아마 트럼프 행정부와 트럼프 대통령의 표현 방식이라고 생각하면 될 것 같다""고 말했다.
그러면서 ""정상 간 30분 통화해서 뭘 양보하겠느냐""고 반문했다.
최 부총리는 국민의힘 박성훈 의원이 ""트럼프 대통령이 무역과 안보를 하나로 묶는 '패키지딜'을 언급했는데 여기에 방위비가 포함돼 있느냐""고 묻는 데는 ""방위비와 관련해서 관심이 있는 건 알고 있지만, 저희가 현재 준비하고 있는 (관세 협상) 의제에 방위비는 포함되지 않는다""고 답했다.
juhong@yna.co.kr
관련 뉴스
韓대행 ""美관세 부담 최소화 위해 협상에 최선의 노력""
방미 통상본부장, 美관세유예에 ""영향 줄일 여지 확보해 긍정적""(종합)
韓대행, 美상호관세 유예에 ""협상 진전시켜 부담 벗도록 노력""(종합)
제보는 카카오톡 okjebo
<저작권자(c) 연합뉴스, 무단 전재-재배포, AI 학습 및 활용 금지> 2025/04/15 18:45 송고 2025년04월15일 18시45분 송고",https://www.yna.co.kr/view/AKR20250415157700001,2025-04-15,"한국의 최상목 부총리 겸 기획재정부 장관은 주한미군 방위비 분담 문제와 관련해 ""양보한 건 절대로 없다""고 강조했다. 방위비 협상은 현재 검토 중이 아니며, 미국과의 통화에서 양보한 내용은 없었다고 밝혔다. 또한, 현재 준비 중인 관세 협상에는 방위비가 포함되지 않을 것이라고 설명했다."
"미 제철소 투자' 현대제철, 단조사업 자회사 매각설","이슬기기자
구독
업계 일각 동국제강에 매각 관측…현대제철·동국제강 ""다각도 검토""
이미지 확대
헬로 아카이브 구매하기
인천 동구 현대제철 인천공장
연합뉴스 자료 사진
(서울=연합뉴스) 이슬기 기자 = 트럼프 2기 행정부의 25% 철강 관세에 대응해 미국 전기로 제철소 건설을 추진 중인 현대제철[004020]이 단조(금속을 일정한 모양으로 만드는 것) 자회사 '현대아이에프씨' 매각을 검토 중인 것으로 전해졌다.
15일 철강 업계에 따르면 동국제강[460860]이 현대아이에프씨의 인수 회사로 우선 거론되고 있다.
동국제강 관계자는 이날 통화에서 ""철강 사업 경쟁력 강화, 신사업 발굴 측면에서 (현대아이에프씨 인수를) 다각도로 검토 중이나 확정된 바는 없다""고 밝혔다.
앞서 현대제철은 지난 2020년 단조 사업 부문을 물적 분할해 자회사 현대아이에프씨를 설립했다.
현대아이에프씨는 당시 자본금 50억원, 자산 5천218억원, 부채 2천478억원 규모로 출범했다.
현대제철은 2019년 실적 부진을 겪으면서 단조 사업의 전문성을 높이고 경영 효율화를 추구하기 위해 현대아이에프씨의 분할을 결정했다.
이후 현대아이에프씨는 조선용 단조제품, 단강과 함께 자동차, 에너지, 항공, 방산 등 분야의 프리미엄 고부가가치 제품들을 공급해왔다.
지난 2023년 말 기준 매출액은 5천365억원이며, 지난해 1월 기준 종업원은 510명 규모다.
업계 안팎에서는 현대아이에프씨가 동국제강에 매각될 경우, 현대제철이 매각 대금을 미국 제철소 건설을 위한 투자 재원의 일부로 활용할 가능성이 크다는 분석이 나온다.
현대제철은 미국 남동부 루이지애나주에 58억 달러(약 8조5천억 원) 규모의 자동차강판 특화 전기로 제철소 건설을 추진 중이다. 투자 재원은 자기자본 50%, 외부 50%로 조달하는 방안을 검토하고 있다.
미국 제철소 건설에는 대규모 투자금이 소요되는 만큼 현대제철이 자회사 매각을 포함한 재원 마련 방안을 다각도로 모색 중이라는 관측이 나온다.
현대제철 관계자는 ""회사 차원에서 경쟁력 강화를 위해 다각적인 방안을 검토 중이나 아직 결정된 바는 없다""고 말했다.
wise@yna.co.kr
제보는 카카오톡 okjebo
<저작권자(c) 연합뉴스, 무단 전재-재배포, AI 학습 및 활용 금지> 2025/04/15 18:44 송고 2025년04월15일 18시44분 송고",https://www.yna.co.kr/view/AKR20250415161300003,2025-04-15,"현대제철이 미국 철강 관세에 대응해 자회사 '현대아이에프씨' 매각을 검토 중인데, 동국제강이 인수 후보로 거론되고 있다. 현대아이에프씨는 2023년 매출액이 5천365억원이며, 종업원은 510명이다. 현대제철은 미국에 8조5천억 원 규모의 제철소 건설을 추진 중이며, 자회사 매각을 통해 투자 재원을 마련할 가능성이 크다는 관측이 나왔다."
"국방대행 ""적이 NLL 1㎝라도 넘어오면 즉각·단호히 대응하라""","김철선기자
구독
이미지 확대
천안함 선체 둘러보는 김선호 국방부장관 직무대행
[국방부 제공. DB 및 재판매 금지]
(서울=연합뉴스) 김철선 기자 = 김선호 국방부장관 직무대행은 15일 서해를 지키는 경기 평택 소재 해군 제2함대사령부를 방문해 장병들을 격려하고 확고한 군사대비태세 유지를 당부했다고 국방부가 밝혔다.
김 대행은 현황을 보고받고 ""이달 1일부터 '꽃게 성어기'가 시작됐는데 최고도의 대비태세를 유지해달라""며 ""적의 활동 변화를 예의주시하고, NLL(북방한계선)을 단 1㎝라도 넘어오면 즉각, 단호하게 대응하라""고 강조했다.
김 대행은 2함대 창설 제79주년 기념일을 축하하면서 연평해전·대청해전을 승리로 이끈 선배·전우들의 역사와 전통을 이어가달라고 당부했다.
김 대행은 제2연평해전 전사자 고(故) 윤영하 소령의 이름을 딴 윤영하함을 방문, ""서해수호 영웅들의 투혼을 이어받아 적에게는 두려움을, 국민에게는 신뢰를 주는 필승함대가 돼달라""고 강조했다.
kcs@yna.co.kr
제보는 카카오톡 okjebo
<저작권자(c) 연합뉴스, 무단 전재-재배포, AI 학습 및 활용 금지> 2025/04/15 18:43 송고 2025년04월15일 18시43분 송고",https://www.yna.co.kr/view/AKR20250415160100504,2025-04-15,"김선호 국방부장관 직무대행은 해군 제2함대사령부를 방문하여 장병들을 격려하고 군사대비태세 유지를 당부했습니다. 김 대행은 최고 수준의 대비태세 유지를 요청하며 적의 활동 변화에 대비하고 북방한계선을 넘어오면 즉각 대응해야 한다고 강조했습니다. 또한, 제2연평해전 전사자의 이름을 딴 함정을 방문하여 영웅들의 투혼을 이어받아 국민에게 신뢰를 주는 필승함대가 돼야 한다고 당부했습니다."
국민의힘 대선 경선에 11명 후보 등록…韓대행 불참 확정,"안채원기자
구독
16일 1차 경선 진출자 발표…18일 비전대회·19∼20일 TV토론회
이미지 확대
헬로 아카이브 구매하기
국민의힘 대선 경선후보자 등록 접수 시작
(서울=연합뉴스) 임화영 기자 = 국민의힘 대선 출마를 선언한 유정복 인천시장이 14일 서울 영등포구 국민의힘 당사에서 제21대 대통령선거 경선후보자 등록 접수를 하고 있다. 2025.4.14 hwayoung7@yna.co.kr
(서울=연합뉴스) 안채원 기자 = 국민의힘은 제21대 대통령선거 경선 후보 등록에 총 11명이 신청했다고 15일 밝혔다.
후보들은 가나다순으로 강성현 전 국회의원 후보자, 김문수 전 고용노동부 장관, 김민숙 전 서영대학교 초빙교수, 나경원 의원, 안철수 의원, 양향자 전 의원, 유정복 인천시장, 이철우 경북도지사, 정일권 전 민족통일촉진본부 홍보실장, 한동훈 전 대표, 홍준표 전 대구시장이다.
당 일각에서 출마론이 제기됐던 한덕수 대통령 권한대행 국무총리는 경선 후보로 등록하지 않았다.
당 선거관리위원회는 후보 등록 신청자들을 대상으로 서류 심사를 진행해 오는 16일 1차 경선 참여 후보자를 발표한다. 발표 당일 경선 진출자들을 대상으로 대리인 설명회도 개최한다.
1차 경선 진출자들은 18일 대선 비전 발표회를 거쳐 19∼20일 조별 TV 토론회를 진행한다.
21∼22일에는 100% 일반 국민 여론조사가 실시되며, 22일 2차 경선 진출자 4명이 발표된다.
2차 경선 진출자들은 1 대 1 주도권 토론과 4명 후보가 참여하는 토론회를 거친다.
27∼28일 당원 투표와 국민 여론조사가 이뤄지고 29일 2차 경선 결과가 공개된다. 2차 경선에서 과반을 득표한 후보는 바로 최종 후보로 결정된다.
2차 경선에서 과반득표자가 나오지 않을 경우에는 '최종 경선'이 진행된다.
30일 양자 토론회, 5월 1일∼2일 당원투표와 국민 여론조사가 이뤄지고 같은 달 3일 전당대회에서 최종 후보가 확정된다.
chaewon@yna.co.kr
제보는 카카오톡 okjebo
<저작권자(c) 연합뉴스, 무단 전재-재배포, AI 학습 및 활용 금지> 2025/04/15 18:42 송고 2025년04월15일 18시42분 송고",https://www.yna.co.kr/view/AKR20250415161100001,2025-04-15,"국민의힘 제21대 대통령선거 경선 후보 등록에 총 11명이 신청했으며, 유정복 인천시장, 안철수 의원, 나경원 의원 등이 포함돼 있다. 16일 1차 경선 참여 후보자가 발표되고, 18일에는 대선 비전 발표회, 19∼20일에는 TV 토론회가 열릴 예정이다. 2차 경선에서 과반 득표를 얻은 후보는 최종 후보로 결정되며, 그렇지 않을 경우 최종 경선이 진행될 예정이다."
"""4천만원 수표 바꿔줘""…눈치빠른 은행원 신고로 피싱범 덜미","최원정기자
구독
이미지 확대
표창장을 전달받는 KB국민은행 군자역지점 직원 A씨
(서울=연합뉴스) 박재영 서울 광진경찰서장(왼쪽에서 두 번째)이 지난 14일 오후 보이스피싱 인출책 검거에 기여한 KB국민은행 군자역지점 직원 A씨에게 표창장을 전달하고 있다. 2024.4.15 [광진경찰서 제공. 재판매 및 DB 금지]
(서울=연합뉴스) 최원정 기자 = 서울 광진경찰서는 빠른 신고로 전화금융사기(보이스피싱) 인출책 검거에 기여한 KB국민은행 군자역지점 직원 A씨에게 표창장과 포상금을 전달했다고 15일 밝혔다.
A씨는 지난달 18일 오전 10시 50분께 한 고객이 4천300만원짜리 수표를 소액권 수표들로 바꾸려 하자 이상한 낌새를 느끼고 경찰에 신고했다.
경찰이 3분여 뒤 출동해 수표의 출처를 물었으나 고객은 대답을 피했다.
경찰은 그가 텔레그램으로 누군가에게 ""경찰관이 은행에 도착해 큰일 났다""는 메시지를 보내려는 것을 보고 보이스피싱 인출책으로 판단해 현장에서 검거했다.
away777@yna.co.kr
제보는 카카오톡 okjebo
<저작권자(c) 연합뉴스, 무단 전재-재배포, AI 학습 및 활용 금지> 2025/04/15 18:39 송고 2025년04월15일 18시39분 송고",https://www.yna.co.kr/view/AKR20250415160400004,2025-04-15,"서울 광진경찰서는 보이스피싱 인출책 검거에 기여한 KB국민은행 직원 A씨에게 표창장과 포상금을 수여했다. A씨는 지난달 고객이 4천300만원짜리 수표를 소액권 수표로 바꾸려 하자 이상한 행동을 알아채고 경찰에 신고했는데, 경찰이 출동하여 보이스피싱 인출책으로 의심되어 검거하였다."
"英, 수단에 2270억 인도적 지원…내전 2년 국제회의 개최","김지연기자
구독
이미지 확대
2023년 6월 수단 하르툼의 모습
[AFP 연합뉴스 자료사진 재판매 및 DB 금지]
(런던=연합뉴스) 김지연 특파원 = 영국이 수단 내전으로 인도주의 위기에 처한 수단인을 돕기 위해 1억2천만파운드(약 2천270억원)를 추가 지원할 계획이라고 15일(현지시간) 밝혔다.
2023년 4월 수단 정부군(SAF)과 준군사조직 신속지원군(RSF) 간 충돌 이후 1천200만명 이상 피란민이 발생했다. 긴급 지원이 필요한 인구는 3천만명을 넘고 여성 1천200만여 명이 성폭력 위험에 처했다.
영국 정부는 이번 지원금은 식량과 영양 공급, 성폭력 피해자 긴급 지원에 쓰일 예정이라고 설명했다.
영국은 지난해 11월에도 1억1천300만파운드(약 2천140억원) 상당의 구호 지원 계획을 발표한 바 있다.
데이비드 래미 외무장관은 ""2년의 긴 세월 수단의 참혹한 전쟁이 수백만 명의 목숨을 위협했지만 세계 많은 부분이 이를 계속 외면한다""며 ""불안정은 수단과 더 넓은 지역에서 이주를 부추기며 우리의 국가 안보에도 중요한 문제다. 영국은 수단이 잊히도록 내버려 두지 않겠다""고 강조했다.
영국은 아프리카연합(AU), 유럽연합(EU), 프랑스, 독일과 공동으로 이날 런던에서 수단 내전 2년을 맞아 국제 콘퍼런스를 연다.
캐나다, 이집트, 에티오피아, 케냐, 사우디아라비아, 노르웨이, 카타르, 스위스, 튀르키예, 아랍에미리트(UAE), 미국 등에서 정부 및 유관기관 관계자가 참석해 민간인 보호 및 분쟁 종식을 위한 방안을 논의한다.
수단 외무장관은 래미 장관에게 수단 정부 측이 이번 회의에 초청받지 못한 것과 UAE, 케냐가 참석하는 데 항의하는 서한을 보냈다고 AFP 통신이 전했다.
수단 정부 측은 UAE가 RSF를 무장 지원한다고 주장해 왔으며 케냐에 대해서는 RSF 및 정치·무장 조직과 '병행 정부' 구성을 위한 회의 장소를 제공한 데 대해 반발하고 있다.
cherora@yna.co.kr
제보는 카카오톡 okjebo
<저작권자(c) 연합뉴스, 무단 전재-재배포, AI 학습 및 활용 금지> 2025/04/15 18:38 송고 2025년04월15일 18시38분 송고",https://www.yna.co.kr/view/AKR20250415159200085,2025-04-15,"영국은 수단 내전 피해를 위해 1억2천만파운드(약 2천270억원) 추가 지원을 계획하며, 수단에서 1천200만명 이상의 피란민이 발생하고 여성 1천200만여 명이 성폭력 위험에 처해있음. 이 지원금은 식량, 영양 공급 및 성폭력 피해자 지원에 사용될 예정이며, 수단 내전 2년을 맞아 아프리카연합(AU), 유럽연합(EU), 프랑스, 독일 등과 국제 콘퍼런스를 개최할 예정."
